日期(年/月),單位,全國發電量_總計(數值),全國發電量_抽蓄水力(數值),全國發電量_火力_合計(數值),全國發電量_火力_燃煤(數值),全國發電量_火力_燃油(數值),全國發電量_火力_燃氣(數值),全國發電量_核能(數值),全國發電量_再生能源_合計(數值),全國發電量_再生能源_慣常水力(數值),全國發電量_再生能源_地熱(數值),全國發電量_再生能源_太陽光電(數值),全國發電量_再生能源_風力(數值),全國發電量_再生能源_生質能(數值),全國發電量_再生能源_廢棄物(數值),台電發電量_合計(數值),台電發電量_抽蓄水力(數值),台電發電量_火力_小計(數值),台電發電量_火力_燃煤(數值),台電發電量_火力_燃油(數值),台電發電量_火力_燃氣(數值),台電發電量_核能(數值),台電發電量_再生能源_小計(數值),台電發電量_再生能源_慣常慣常水力(數值),台電發電量_再生能源_地熱(數值),台電發電量_再生能源_太陽光電(數值),台電發電量_再生能源_風力(數值),民營電廠發電量_合計(數值),民營電廠發電量_火力_小計(數值),民營電廠發電量_火力_燃煤(數值),民營電廠發電量_火力_燃氣(數值),民營電廠發電量_再生能源_小計(數值),民營電廠發電量_再生能源_慣常水力(數值),民營電廠發電量_再生能源_地熱(數值),民營電廠發電量_再生能源_太陽光電(數值),民營電廠發電量_再生能源_風力(數值),自用發電設備發電量_合計(數值),自用發電設備發電量_火力_小計(數值),自用發電設備發電量_火力_燃煤(數值),自用發電設備發電量_火力_燃油(數值),自用發電設備發電量_火力_燃氣(數值),自用發電設備發電量_再生能源_小計(數值),自用發電設備發電量_再生能源_慣常水力(數值),自用發電設備發電量_再生能源_地熱(數值),自用發電設備發電量_再生能源_太陽光電(數值),自用發電設備發電量_再生能源_風力(數值),自用發電設備發電量_再生能源_生質能(數值),自用發電設備發電量_再生能源_廢棄物(數值)
202308,百萬度,26733.43051,256.857,22560.13992,11910.01713,383.889898,10266.2329,1455.53946,2460.89413,610.255252,1.304299,1140.967295,369.135189,13.400294,325.831801,17609.1693,256.857,15219.2985,7197.762989,338.762742,7682.772764,1455.53946,677.474346,599.145954,0.26302,35.260762,42.80461,5072.824638,4381.640523,1913.90841,2467.732113,691.184115,10.578019,0.865001,353.416712,326.324383,4051.436575,2959.200906,2798.345732,45.127156,115.728018,1092.235669,0.531279,0.176278,752.289821,0.006196,13.400294,325.831801
202309,百萬度,25656.44247,261.133,21283.37563,11480.49265,377.434001,9425.44898,1403.97511,2707.958728,718.879382,1.735044,1361.062442,300.354338,19.739428,306.188095,16725.78885,261.133,14291.61923,6665.097755,340.403997,7286.117475,1403.97511,769.061515,707.751317,0.373623,35.216906,25.719669,4795.221095,4160.583658,2139.70849,2020.875168,634.637437,10.620355,0.960476,348.421656,274.634951,4135.432518,2831.172742,2675.686401,37.030004,118.456337,1304.259776,0.50771,0.400945,977.42388,-0.000282,19.739428,306.188095
202310,百萬度,24190.7074,269.212,19668.68154,9801.682689,280.475916,9586.522933,1382.38112,2870.432743,412.991508,2.922458,1224.650785,919.551788,25.735161,284.581042,14893.64683,269.212,12697.57256,5106.293133,247.524464,7343.754959,1382.38112,544.481152,404.093331,0.524945,31.585557,108.277319,5209.928143,4057.844854,1926.02103,2131.823824,1152.083289,8.486409,0.963164,331.400749,811.232966,4087.13243,2913.264128,2769.368526,32.951452,110.94415,1173.868302,0.411768,1.434349,861.664479,0.041503,25.735161,284.581042
202311,百萬度,22172.13017,249.538,18211.39452,8576.624891,304.224713,9330.544917,1414.04151,2297.156138,240.780954,1.807157,1025.826087,766.014737,19.185411,243.541792,13805.48314,249.538,11776.10243,4589.540194,261.696927,6924.865311,1414.04151,365.8012,234.79361,0.294223,32.031911,98.681456,4878.517198,3891.406211,1580.45447,2310.951741,987.110987,5.451254,0.882799,313.449775,667.327159,3488.129829,2543.885878,2406.630227,42.527786,94.727865,944.243951,0.53609,0.630135,680.344401,0.006122,19.185411,243.541792
202312,百萬度,22439.96138,262.424,18263.75271,8017.457357,315.348616,9930.946732,1463.76677,2450.0179,205.592236,2.103016,989.315914,962.306269,21.024249,269.676216,14036.74206,262.424,11962.97058,4355.143875,272.060626,7335.766074,1463.76677,347.580714,203.55318,0.529358,24.887712,118.610464,4626.006756,3461.516519,986.78017,2474.736349,1164.490237,1.420345,1.105522,318.325742,843.638628,3777.21256,2839.265611,2675.533312,43.28799,120.444309,937.946949,0.618711,0.468136,646.10246,0.057177,21.024249,269.676216
202401,百萬度,21684.70502,248.01,17813.59796,7583.558559,316.850298,9913.189102,1464.92594,2158.171122,203.526515,2.459327,961.635051,645.330308,23.980547,321.239374,13883.14407,248.01,11811.85186,3927.23642,279.115957,7605.499483,1464.92594,358.356272,198.183698,0.472103,30.392224,129.308247,4223.257971,3369.886908,1181.7349,2188.152008,853.371063,4.862036,1.137659,331.359903,516.011465,3578.302978,2631.859191,2474.587239,37.734341,119.537611,946.443787,0.480781,0.849565,599.882924,0.010596,23.980547,321.239374
202402,百萬度,19652.10831,245.596,15602.69606,7333.69891,283.428576,7985.568571,1370.7726,2433.043648,261.61012,2.323861,1052.259975,801.599298,17.741786,297.508609,12309.87229,245.596,10314.63188,3714.211724,237.262486,6363.157672,1370.7726,378.871806,247.311297,0.463478,32.289386,98.807645,4119.994599,3068.96314,1546.598308,1522.364832,1051.031459,13.838092,1.071622,333.423896,702.69785,3222.241418,2219.101035,2072.888878,46.16609,100.046067,1003.140383,0.460731,0.788761,686.546693,0.093803,17.741786,297.508609
202403,百萬度,22554.47167,249.973,18264.58579,9016.981478,336.310833,8911.293474,1463.85462,2576.058267,254.504354,2.368614,1178.030582,818.744973,22.705078,299.704666,13790.99263,249.973,11708.87048,4695.197674,273.542474,6740.13033,1463.85462,368.294529,242.202929,0.576981,33.658438,91.856181,5229.022453,4110.601851,2051.717771,2058.88408,1118.420602,12.048614,1.036871,378.456871,726.878246,3534.456592,2445.113456,2270.066033,62.768359,112.279064,1089.343136,0.252811,0.754762,765.915273,0.010546,22.705078,299.704666
202404,百萬度,23230.12221,255.403,19316.61509,9443.747721,406.161949,9466.705415,1393.1228,2264.981328,212.635672,2.195439,1184.03784,595.111247,11.645966,259.355164,15319.79683,255.403,13389.09858,5917.951511,344.013351,7127.133714,1393.1228,282.172452,203.482601,0.494312,32.768964,45.426575,4524.724017,3572.221426,1355.352424,2216.869002,952.502591,8.976614,0.933253,394.470388,548.122336,3385.601368,2355.295083,2170.443786,62.148598,122.702699,1030.306285,0.176457,0.767874,756.798488,1.562336,11.645966,259.355164
202405,百萬度,24800.27145,254.382,20382.54681,10515.34064,279.668276,9587.537895,1454.90294,2708.439703,247.130625,2.257367,1263.711029,878.894103,14.882134,301.564445,15577.86002,254.382,13536.94599,6080.407119,217.219222,7239.31965,1454.90294,331.629091,234.684608,0.376971,34.071333,62.496179,5137.232617,3904.159542,1705.336631,2198.822911,1233.073075,11.72721,0.949366,404.234732,816.161767,4085.178814,2941.441277,2729.596889,62.449054,149.395334,1143.737537,0.718807,0.93103,825.404964,0.236157,14.882134,301.564445
202406,百萬度,25855.33698,247.228,21321.22387,10480.96952,330.993929,10509.26042,1389.79161,2897.093501,426.426613,1.828395,1602.413228,548.893167,19.119596,298.412502,16358.45642,247.228,14220.39728,6156.385542,262.935155,7801.076585,1389.79161,501.03953,413.125998,0.47928,37.236816,50.197436,5161.132795,4235.609987,1671.178555,2564.431432,925.522808,13.025538,0.471986,413.363834,498.66145,4335.747764,2865.216601,2653.405422,68.058774,143.752405,1470.531163,0.275077,0.877129,1151.812578,0.034281,19.119596,298.412502
202407,百萬度,27698.90566,258.826228,23419.90287,11362.99021,465.889077,11591.02359,1198.977,2821.199556,469.631121,1.938981,1567.666438,438.559039,21.284201,322.119776,17481.69635,258.826228,15492.91571,6661.304098,405.652473,8425.959136,1198.977,530.977416,456.007069,0.326728,42.808827,31.834792,5841.539489,4966.076023,1940.719415,3025.356608,875.463466,13.3644,0.86004,454.627238,406.611788,4375.669815,2960.911141,2760.966695,60.236604,139.707842,1414.758674,0.259652,0.752213,1070.230373,0.112459,21.284201,322.119776
202408,百萬度,27324.93803,277.178,23367.36425,11117.65829,390.237936,11859.46802,728.12389,2952.271891,642.453932,2.170359,1644.473619,326.615675,21.308255,315.250051,17150.19774,277.178,15455.96571,6443.268136,345.156283,8667.541294,728.12389,688.930137,624.861029,0.366025,41.262421,22.440662,5803.129069,5033.710138,1991.28327,3042.426868,769.418931,17.409464,1.016073,446.887336,304.106058,4371.611222,2877.688399,2683.106886,45.081653,149.49986,1493.922823,0.183439,0.788261,1156.323862,0.068955,21.308255,315.250051
202409,百萬度,26592.88855,273.463,22612.97217,10988.45681,420.899145,11203.61621,703.56608,3002.887301,365.947137,2.2217,1416.035292,887.785544,20.321066,310.576562,16828.53039,273.463,15425.7797,6667.129789,372.136616,8386.513295,703.56608,425.72161,352.882944,0.382261,37.277845,35.17856,5589.907315,4299.330524,1622.621724,2676.7088,1290.576791,12.891883,1.038887,424.04209,852.603931,4174.450845,2887.861945,2698.705299,48.762529,140.394117,1286.5889,0.17231,0.800552,954.715357,0.003053,20.321066,310.576562
202410,百萬度,24572.42801,264.794,20599.21353,9389.276538,353.808883,10856.12811,457.29262,3251.127859,469.649075,2.272901,1240.11071,1226.108632,22.044754,290.941786,14669.33216,264.794,13358.20747,5108.559678,310.398581,7939.24921,457.29262,589.038067,455.905371,0.241819,30.621834,102.269043,5816.855185,4309.120711,1521.77609,2787.344621,1507.734474,13.344595,1.207936,369.385863,1123.796079,4086.240665,2931.885347,2758.94077,43.410302,129.534275,1154.355318,0.399109,0.823146,840.103013,0.04351,22.044754,290.941786
202411,百萬度,22462.67036,256.179,18965.36779,8210.598114,349.924493,10404.84519,0,3241.123563,441.499407,2.106982,1062.336082,1437.441031,20.939586,276.800475,12830.86712,256.179,11967.51438,4301.855733,291.403637,7374.255009,0,607.173745,430.95948,0.051854,28.974287,147.188124,6139.127439,4516.747274,1567.190008,2949.557266,1622.380165,10.213189,1.24845,320.677035,1290.241491,3492.675792,2481.106139,2341.552373,58.520856,81.03291,1011.569653,0.326738,0.806678,712.68476,0.011416,20.939586,276.800475
202412,百萬度,22676.80163,244.28,18340.68959,7872.261944,253.668247,10214.7594,554.94566,3536.886377,213.153597,2.596808,1049.879946,1904.728434,21.743148,344.784444,12518.70491,244.28,11316.45077,3894.158977,199.980332,7222.311464,554.94566,403.028478,210.762548,0.53408,26.124241,165.607609,6607.636953,4560.061916,1665.48447,2894.577446,2047.575037,1.993816,1.27715,305.272662,1739.031409,3550.459766,2464.176904,2312.618497,53.687915,97.870492,1086.282862,0.397233,0.785578,718.483043,0.089416,21.743148,344.784444
202501,百萬度,21476.03122,265.499,17300.38081,7186.060446,236.917361,9877.403004,735.41911,3174.732303,196.148982,2.692654,890.989101,1697.965347,19.233884,367.702335,12263.21014,265.499,10883.25491,3544.285128,186.53188,7152.437902,735.41911,379.037124,191.043425,0.536648,29.802548,157.654503,5937.938886,4102.810677,1494.669633,2608.141044,1835.128209,4.82414,1.36099,288.643871,1540.299208,3274.882194,2314.315224,2147.105685,50.385481,116.824058,960.56697,0.281417,0.795016,572.542682,0.011636,19.233884,367.702335
202502,百萬度,20055.29406,236.422,16036.86777,6464.094205,270.160542,9302.613022,664.17947,3117.824818,312.05033,2.260769,968.767866,1497.032881,23.103078,314.609895,12350.6922,236.422,10990.20301,3559.221046,225.685298,7205.296661,664.17947,459.88772,294.752885,0.449882,26.550357,138.134596,4589.826403,2934.56122,949.59156,1984.96966,1655.265183,16.766194,1.09834,278.620238,1358.780412,3114.775459,2112.103544,1955.281599,44.475244,112.346701,1002.671915,0.531251,0.712547,663.597271,0.117873,23.103078,314.609895
202503,百萬度,22186.04292,248.231,18009.88248,7623.551477,330.742367,10055.58864,734.05373,3193.875709,389.3782,2.512292,1199.350585,1261.105999,24.704981,316.823652,12872.54764,248.231,11368.74687,3699.041664,275.42164,7394.283563,734.05373,521.516044,376.551169,0.473571,35.400109,109.091195,5509.483856,3988.561384,1460.299722,2528.261662,1520.922472,12.063249,1.28194,355.572322,1152.004961,3804.011423,2652.57423,2464.210091,55.320727,133.043412,1151.437193,0.763782,0.756781,808.378154,0.009843,24.704981,316.823652
202504,百萬度,22342.93075,258.513,18544.76762,8242.855025,349.131386,9952.781211,709.11369,2830.53644,454.415151,2.372472,1348.084241,716.609687,21.545239,287.509651,13646.31113,258.513,12152.01511,4659.960932,293.939231,7198.114951,709.11369,526.669328,440.912354,0.430232,36.339937,48.986805,4827.764511,3737.449185,1108.12623,2629.322955,1090.315326,13.137778,1.25209,408.465377,667.460082,3868.855109,2655.303323,2474.767863,55.192155,125.343305,1213.551786,0.365019,0.69015,903.278927,0.1628,21.545239,287.509651
202505,百萬度,24956.70034,270.672,21149.56664,9310.976587,400.24135,11438.34871,394.65834,3141.803354,620.063075,2.134444,1555.363383,609.573485,23.469241,331.199726,15253.04505,270.672,13905.18862,5151.395587,333.947523,8419.845512,394.65834,682.526091,604.585834,0.456524,39.334531,38.149202,5262.827474,4238.313075,1343.742459,2894.570616,1024.514399,14.042291,1.30091,437.85621,571.314988,4440.82781,3006.064946,2815.838541,66.293827,123.932578,1434.762864,1.43495,0.37701,1078.172642,0.109295,23.469241,331.199726
202506,百萬度,26016.00767,271.262,22741.81332,9886.915755,434.325954,12420.57161,0,3002.932354,602.426359,2.469788,1629.736447,438.704226,21.761918,307.833616,15850.91617,271.262,14918.49065,5788.05086,369.066441,8761.373349,0,661.163523,592.76727,0.390102,39.226601,28.77955,5777.354763,4917.700338,1396.771931,3520.928407,859.654425,8.8951,0.84632,440.113872,409.799133,4387.736736,2905.62233,2702.092964,65.259513,138.269853,1482.114406,0.763989,1.233366,1150.395974,0.125543,21.761918,307.833616
202507,百萬度,27068.98529,239.174,23672.58649,10308.46967,348.673338,13015.44348,0,3157.224803,667.588083,1.376108,1442.960331,693.346197,24.134056,327.820028,16742.45743,239.174,15767.85356,5751.618597,292.135585,9724.099379,0,735.429865,658.332578,0.028881,30.297467,46.770939,5902.265254,4900.488099,1764.22638,3136.261719,1001.777155,8.517035,0.86927,345.870461,646.520389,4424.262609,3004.244826,2792.624691,56.537753,155.082382,1420.017783,0.73847,0.477957,1066.792403,0.054869,24.134056,327.820028
202508,百萬度,27105.15513,230.909,23818.99248,10326.57422,391.551014,13100.86725,0,3055.25365,748.442823,2.299591,1552.330524,387.513967,16.764012,347.902734,17341.7041,230.909,16313.1389,5899.511438,319.725351,10093.90211,0,797.6562,732.547195,0.473468,38.213027,26.42251,5442.598751,4632.8509,1750.26825,2882.58265,809.747851,13.922766,1.3293,433.475791,361.019995,4320.852279,2873.00268,2676.794533,71.825663,124.382484,1447.849599,1.972862,0.496823,1080.641706,0.071462,16.764012,347.902734
202509,百萬度,26659.06777,300.007,23761.98481,10413.86165,539.987762,12808.1354,0,2597.075955,527.552581,2.246823,1555.45462,160.721995,23.340597,327.759339,16923.64223,300.007,16057.58676,6008.940234,445.630397,9603.016129,0,566.048465,514.107814,0.397113,37.545736,13.997802,5245.812091,4669.913932,1610.77867,3059.135262,575.898159,12.453448,1.38969,415.37704,146.677981,4489.613453,3034.484122,2794.142749,94.357365,145.984008,1455.129331,0.991319,0.46002,1102.531844,0.046212,23.340597,327.759339
202510,百萬度,25995.36243,285.357,22466.86704,8280.999147,443.813104,13742.05478,0,3243.138391,428.804731,2.01842,1495.119312,980.406642,25.305643,311.483643,15750.52741,285.357,14939.7796,4169.276575,372.315853,10398.18718,0,525.39081,415.257739,0.251632,34.68658,75.194859,5781.56221,4470.36273,1259.876349,3210.486381,1311.19948,11.882803,1.21004,393.18973,904.916907,4463.272802,3056.724701,2851.846223,71.497251,133.381227,1406.548101,1.664189,0.556748,1067.243002,0.294876,25.305643,311.483643
202511,百萬度,22520.16483,246.141,18563.2979,6672.087948,291.179854,11600.0301,0,3710.725934,367.57362,1.498411,1215.068623,1833.861048,21.978321,270.745912,13139.22417,246.141,12358.59126,3146.95806,232.819909,8978.813286,0,534.491918,355.822667,0.000027,29.102183,149.567041,5683.307015,3679.305953,1169.98751,2509.318443,2004.001062,10.144056,1.31856,308.75096,1683.787487,3697.633645,2525.400691,2355.142378,58.359945,111.898368,1172.232954,1.606897,0.179824,877.21548,0.50652,21.978321,270.745912
202512,百萬度,22549.70369,250.024,18711.06059,7532.210775,333.589118,10845.26069,0,3588.619108,184.71349,1.961026,1121.888866,1925.609428,23.957828,330.48847,12718.01515,250.024,12097.50684,3949.789703,298.950459,7848.76668,0,370.484312,181.12779,0.015693,29.489984,159.850845,6181.934753,4095.352031,1202.13972,2893.212311,2086.582722,1.566075,1.89345,317.879264,1765.243933,3649.753787,2518.201713,2380.281352,34.638659,103.281702,1131.552074,2.019625,0.051883,774.519618,0.51465,23.957828,330.48847
202601,百萬度,22622.87661,273.611,18770.77487,7073.403203,342.772373,11354.5993,0,3578.490735,222.806588,2.111674,1101.412192,1887.698712,25.320527,339.141042,12853.42406,273.611,12175.77714,3794.1105,307.109411,8074.557231,0,404.035918,213.33052,0.126898,29.930766,160.647734,6093.978191,4023.921915,924.8215,3099.100415,2070.056276,7.642746,1.95546,333.800719,1726.657351,3675.474356,2571.075815,2354.471203,35.662962,180.94165,1104.398541,1.833322,0.029316,737.680707,0.393627,25.320527,339.141042
