日期(年/月),單位,全國發電量_總計(數值),全國發電量_抽蓄水力(數值),全國發電量_火力_合計(數值),全國發電量_火力_燃煤(數值),全國發電量_火力_燃油(數值),全國發電量_火力_燃氣(數值),全國發電量_核能(數值),全國發電量_再生能源_合計(數值),全國發電量_再生能源_慣常水力(數值),全國發電量_再生能源_地熱(數值),全國發電量_再生能源_太陽光電(數值),全國發電量_再生能源_風力(數值),全國發電量_再生能源_生質能(數值),全國發電量_再生能源_廢棄物(數值),台電發電量_合計(數值),台電發電量_抽蓄水力(數值),台電發電量_火力_小計(數值),台電發電量_火力_燃煤(數值),台電發電量_火力_燃油(數值),台電發電量_火力_燃氣(數值),台電發電量_核能(數值),台電發電量_再生能源_小計(數值),台電發電量_再生能源_慣常慣常水力(數值),台電發電量_再生能源_地熱(數值),台電發電量_再生能源_太陽光電(數值),台電發電量_再生能源_風力(數值),民營電廠發電量_合計(數值),民營電廠發電量_火力_小計(數值),民營電廠發電量_火力_燃煤(數值),民營電廠發電量_火力_燃氣(數值),民營電廠發電量_再生能源_小計(數值),民營電廠發電量_再生能源_慣常水力(數值),民營電廠發電量_再生能源_地熱(數值),民營電廠發電量_再生能源_太陽光電(數值),民營電廠發電量_再生能源_風力(數值),自用發電設備發電量_合計(數值),自用發電設備發電量_火力_小計(數值),自用發電設備發電量_火力_燃煤(數值),自用發電設備發電量_火力_燃油(數值),自用發電設備發電量_火力_燃氣(數值),自用發電設備發電量_再生能源_小計(數值),自用發電設備發電量_再生能源_慣常水力(數值),自用發電設備發電量_再生能源_地熱(數值),自用發電設備發電量_再生能源_太陽光電(數值),自用發電設備發電量_再生能源_風力(數值),自用發電設備發電量_再生能源_生質能(數值),自用發電設備發電量_再生能源_廢棄物(數值)
201412,百萬度,20367.91992,247.429,15729.33471,9579.206059,658.421183,5491.707472,3600.235,790.921208,172.626948,0,40.489993,256.377678,22.060205,299.366384,13761.74082,247.429,9619.03017,4810.2541,545.988526,4262.787544,3600.235,295.046651,171.662338,0,1.510298,121.874015,3449.772179,3314.399112,2125.520463,1188.878649,135.373067,0.96461,0,1.510618,132.897839,3156.406922,2795.905432,2643.431496,112.432657,40.041279,360.50149,0,0,37.469077,1.605824,22.060205,299.366384
201501,百萬度,20008.33844,248.593,15508.50526,9748.214223,490.493153,5269.797881,3474.3658,776.874386,176.33407,0,37.903616,217.720768,25.936677,318.979255,13085.38768,248.593,9077.207866,4948.818,358.4062,3769.983666,3474.3658,285.221016,174.97644,0,2.044716,108.19986,3667.322835,3555.477647,2101.927512,1453.550135,111.845188,1.35763,0,2.515507,107.972051,3255.627926,2875.819744,2697.468711,132.086953,46.26408,379.808182,0,0,33.343393,1.548857,25.936677,318.979255
201502,百萬度,17343.46122,233.05,13264.50004,8222.007822,600.08876,4442.403461,3129.473,716.43818,204.270852,0,57.392192,144.32086,18.996235,291.458041,11744.92405,233.05,8112.998277,4328.3451,495.853213,3288.799964,3129.473,269.402776,195.67986,0,1.871693,71.851223,2669.221301,2586.799177,1474.673223,1112.125954,82.422124,8.590992,0,2.368268,71.462864,2929.315869,2564.702589,2418.989499,104.235547,41.477543,364.61328,0,0,53.152231,1.006773,18.996235,291.458041
201503,百萬度,20528.9107,241.244,16257.15971,9674.548677,811.050956,5771.560073,3285.0782,745.428797,238.725505,0,47.393084,138.784209,22.583402,297.942597,13724.15995,241.244,9897.128568,4930.7327,710.881466,4255.514402,3285.0782,300.709178,230.38603,0,2.029083,68.294065,3406.069781,3325.885552,1857.584448,1468.301104,80.184229,8.339475,0,2.331885,69.512869,3398.680976,3034.145586,2886.231529,100.16949,47.744567,364.53539,0,0,43.032116,0.977275,22.583402,297.942597
201504,百萬度,20460.96908,230.560001,16990.40731,9609.843961,906.170144,6474.393208,2574.1424,665.859363,196.474867,0,71.71104,120.635431,22.194215,254.84381,13657.68267,230.560001,10598.26327,4939.1108,804.801658,4854.350815,2574.1424,254.716998,192.527942,0,2.496914,59.692142,3657.032071,3589.905952,2011.216415,1578.689537,67.126119,3.946925,0,2.969454,60.20974,3146.254334,2802.238088,2659.516746,101.368486,41.352856,344.016246,0,0,66.244672,0.733549,22.194215,254.84381
201505,百萬度,22531.30725,272.235,19196.57428,9720.966639,1575.241075,7900.366566,2317.9612,744.536768,317.28932,0,79.777723,72.091762,21.887752,253.490211,15021.41697,272.235,12086.04004,4741.3477,1455.656079,5889.036256,2317.9612,345.18073,311.249559,0,2.057591,31.87358,4178.139324,4129.957984,2155.68406,1974.273924,48.18134,6.039761,0,2.370454,39.771125,3331.750959,2980.576261,2823.934879,119.584996,37.056386,351.174698,0,0,75.349678,0.447057,21.887752,253.490211
201506,百萬度,24096.93912,268.859,19579.61381,10377.88085,1288.326725,7913.406234,3298.2734,950.192912,461.864173,0,99.024653,77.394559,20.518528,291.390999,16507.34411,268.859,12453.46013,5190.666,1170.756561,6092.037564,3298.2734,486.751581,452.87495,0,2.623144,31.253487,4035.856625,3977.762852,2197.690331,1780.072521,58.093773,8.989223,0,3.156807,45.947743,3553.738392,3148.390834,2989.524521,117.570164,41.296149,405.347558,0,0,93.244702,0.193329,20.518528,291.390999
201507,百萬度,24722.97383,271.394,20187.59191,10680.08551,1351.952612,8155.553785,3414.0204,849.967526,327.285362,0,77.372168,100.84875,21.644437,322.816809,17154.54881,271.394,13106.33059,5492.8215,1231.168187,6382.340898,3414.0204,362.803827,313.604964,0,2.310786,46.888077,4001.145868,3931.134035,2192.254704,1738.879331,70.011833,13.680398,0,2.731869,53.599566,3567.279154,3150.127288,2995.009307,120.784425,34.333556,417.151866,0,0,72.329513,0.361107,21.644437,322.816809
201508,百萬度,23604.17747,267.368,18771.01085,10552.25985,996.485855,7222.265145,3302.4742,1263.324422,776.36513,0,97.232735,62.545961,14.697627,312.482969,16490.65253,267.368,12134.46117,5529.2114,878.27301,5726.976757,3302.4742,786.349159,759.758708,0,1.846233,24.744218,3481.608217,3425.237906,1968.954917,1456.282989,56.370311,16.606422,0,2.142473,37.621416,3631.916725,3211.311773,3054.093529,118.212845,39.005399,420.604952,0,0,93.244029,0.180327,14.697627,312.482969
201509,百萬度,22029.56557,270.79074,17327.40327,9966.498297,620.560128,6740.344848,3252.5168,1178.854761,714.594537,0,64.329712,86.525433,21.050601,292.354478,15092.16842,270.79074,10829.29796,5102.8086,510.639032,5215.850324,3252.5168,739.562924,699.537738,0,2.174339,37.850847,3437.20853,3371.297441,1874.026398,1497.271043,65.911089,15.056799,0,2.667478,48.186812,3500.188624,3126.807876,2989.663299,109.921096,27.223481,373.380748,0,0,59.487895,0.487774,21.050601,292.354478
201510,百萬度,22009.02982,251.397,17262.50479,9341.590719,868.944679,7051.969388,3437.257,1057.871038,558.509538,0,76.791609,149.104119,20.841388,252.624384,15099.29128,251.397,10798.02289,4620.6998,774.995606,5402.327488,3437.257,612.614388,541.895554,0,2.111397,68.607437,3564.983805,3466.539884,1843.618088,1622.921796,98.443921,16.613984,0,2.444727,79.38521,3344.754737,2997.942008,2877.272831,93.949073,26.720104,346.812729,0,0,72.235485,1.111472,20.841388,252.624384
201511,百萬度,20529.06244,236.092,16711.13417,9429.062879,1164.065944,6118.005345,2803.4122,778.424074,318.158994,0,77.737912,129.588367,18.29591,234.642891,14365.64348,236.092,10954.4912,5062.041609,1076.707757,4815.741833,2803.4122,371.648082,306.986963,0,1.970506,62.690613,2991.600361,2912.477352,1647.93124,1264.546112,79.123009,11.172031,0,1.982188,65.96879,3171.8186,2844.165617,2719.09003,87.358187,37.7174,327.652983,0,0,73.785218,0.928964,18.29591,234.642891
201512,百萬度,20277.15272,243.373,17100.57339,9835.841459,1315.772806,5948.959127,2182.146,751.060323,180.273777,0,63.601504,225.675488,20.34392,261.165634,13731.20551,243.373,11020.39624,5198.298398,1219.648787,4602.449057,2182.146,285.290263,179.055027,0,1.711605,104.523631,3232.344404,3109.397141,1800.975832,1308.421309,122.947263,1.21875,0,2.143451,119.585062,3313.602806,2970.780009,2836.567229,96.124019,38.088761,342.822797,0,0,59.746448,1.566795,20.34392,261.165634
201601,百萬度,20071.93196,246.565,15707.42512,9189.149877,702.962119,5815.313119,3058.0416,1059.900249,464.152029,0,65.185429,215.095555,17.042129,298.425107,13956.96579,246.565,10093.43056,5135.767434,583.808432,4373.854689,3058.0416,558.928635,456.78353,0,1.360522,100.784583,2914.685697,2792.619315,1379.843284,1412.776031,122.066382,7.368499,0,1.886179,112.811704,3200.280477,2821.375245,2673.539159,119.153687,28.682399,378.905232,0,0,61.938728,1.499268,17.042129,298.425107
201602,百萬度,17703.50658,241.324,13102.95178,8167.972448,574.246492,4360.732838,3241.7372,1117.493597,554.475144,0,47.784611,209.10227,16.481181,289.650391,12449.14478,241.324,8334.192064,4527.325626,449.846265,3357.020173,3241.7372,631.891517,536.299177,0,1.628921,93.963419,2211.021979,2076.265635,1098.443137,977.822498,134.756344,18.175967,0,2.651314,113.929063,3043.339815,2692.494079,2542.203685,124.400227,25.890167,350.845736,0,0,43.504376,1.209788,16.481181,289.650391
201603,百萬度,20485.20416,258.671,15509.78751,9971.861364,444.896541,5093.029602,3366.0388,1350.706849,837.77242,0,60.254682,136.467966,19.994541,296.21724,14004.05768,258.671,9489.323357,5235.672099,332.371534,3921.279724,3366.0388,890.024519,824.316228,0,1.615027,64.093264,3328.776863,3241.199553,2093.709853,1147.4897,87.57731,13.456192,0,2.434711,71.686407,3152.369617,2779.264597,2642.479412,112.525007,24.260178,373.10502,0,0,56.204944,0.688295,19.994541,296.21724
201604,百萬度,20702.63907,261.331,16358.6406,9595.155498,656.350223,6107.134881,2861.8168,1220.850669,826.874545,0,79.57574,56.691958,20.557803,237.150623,14162.45411,261.331,10201.22437,5012.492182,549.297381,4639.434806,2861.8168,838.081939,809.014882,0,1.951731,27.115326,3632.689836,3582.549682,2137.935378,1444.614304,50.140154,17.859663,0,2.984163,29.296328,2907.495127,2574.866551,2444.727938,107.052842,23.085771,332.628576,0,0,74.639846,0.280304,20.557803,237.150623
201605,百萬度,23146.67289,285.404,19190.79135,10208.72897,1116.371623,7865.690757,2684.934,985.543537,548.740691,0,86.758759,66.701503,16.092667,267.249917,15756.20766,285.404,12222.09815,5353.82359,999.364756,5868.9098,2684.934,563.771512,529.994947,0,2.316065,31.4605,4232.547047,4175.266283,2210.85632,1964.409963,57.280764,18.745744,0,3.547253,34.987767,3157.918186,2793.426925,2644.049064,117.006867,32.370994,364.491261,0,0,80.895441,0.253236,16.092667,267.249917
201606,百萬度,23957.36638,271.464,19997.76615,10792.23097,1224.941297,7980.593887,2590.5512,1097.585031,582.645896,0,130.740763,73.204432,19.327358,291.666582,16453.15129,271.464,12993.49322,5714.401333,1096.361527,6182.730359,2590.5512,597.642866,567.904041,0,2.301911,27.436914,4043.283359,3979.890635,2212.510369,1767.380266,63.392724,14.741855,0,3.312861,45.338008,3460.93174,3024.382299,2865.319267,128.57977,30.483262,436.549441,0,0,125.125991,0.42951,19.327358,291.666582
201607,百萬度,25294.61322,297.433,21244.8828,11441.23019,1220.72427,8582.928338,2623.4174,1128.880022,614.209607,0,115.131563,72.083232,15.46074,311.99488,17395.90604,297.433,13847.66361,6081.115676,1092.088843,6674.459088,2623.4174,627.392037,596.699148,0,2.555794,28.137095,4111.722768,4046.831541,2175.292465,1871.539076,64.891227,17.510459,0,3.721368,43.6594,3786.984409,3350.387651,3184.82205,128.635427,36.930174,436.596758,0,0,108.854401,0.286737,15.46074,311.99488
201608,百萬度,25142.32706,293.118,21298.35359,11204.14792,1288.884914,8805.320757,2668.2132,882.642272,403.119402,0,116.228524,33.643952,13.220084,316.43031,17320.18088,293.118,13952.78468,6107.385306,1165.173236,6680.226138,2668.2132,406.064999,388.487249,0,2.30172,15.27603,4106.865262,4070.640628,1990.048305,2080.592323,36.224634,14.632153,0,3.397056,18.195425,3715.280923,3274.928284,3106.71431,123.711678,44.502296,440.352639,0,0,110.529748,0.172497,13.220084,316.43031
201609,百萬度,22359.31195,255.467,18589.47544,10655.77948,835.050677,7098.645281,2410.3076,1104.061909,574.245371,0,120.456065,100.586084,16.584425,292.189964,15199.48407,255.467,11925.20043,5654.61374,706.202464,5564.384225,2410.3076,608.509038,562.876853,0,1.767832,43.864353,3646.526413,3576.079368,2080.880814,1495.198554,70.447045,11.368518,0,2.817273,56.261254,3513.30147,3088.195644,2920.284929,128.848213,39.062502,425.105826,0,0,115.87096,0.460477,16.584425,292.189964
201610,百萬度,23312.27302,329.579,19621.02955,10360.23675,1503.670319,7757.12248,2161.7452,1199.91927,725.541089,0,91.884665,114.802923,18.17057,249.520023,15987.74876,329.579,12739.29994,5630.965803,1382.139517,5726.194615,2161.7452,757.124623,705.943203,0,2.024532,49.156888,4076.665979,3988.616286,1994.342669,1994.273617,88.049693,19.597886,0,3.275747,65.17606,3247.858286,2893.113332,2734.928282,121.530802,36.654248,354.744954,0,0,86.584386,0.469975,18.17057,249.520023
201611,百萬度,20942.65873,283.785,17819.20386,9773.930931,1359.723087,6685.549838,2081.9418,757.728074,253.531985,0,82.968058,159.485792,17.409475,244.332764,14468.47767,283.785,11790.61407,5528.299121,1245.332456,5016.982488,2081.9418,312.136802,242.105945,0,1.663753,68.367104,3504.738064,3400.325443,1767.582945,1632.742498,104.412621,11.42604,0,2.790685,90.195896,2969.442999,2628.264348,2478.048865,114.390631,35.824852,341.178651,0,0,78.51362,0.922792,17.409475,244.332764
201612,百萬度,20989.15193,269.524,17979.56679,9864.569637,963.448182,7151.548967,1912.6178,827.443346,176.732679,0,112.035791,219.236179,17.714733,301.723964,14010.49775,269.524,11555.09249,5277.869693,845.937937,5431.284863,1912.6178,273.263453,175.443255,0,1.737876,96.082322,3597.822172,3471.112202,1780.481594,1690.630608,126.70997,1.289424,0,3.150891,122.269655,3380.832014,2953.362091,2806.21835,117.510245,29.633496,427.469923,0,0,107.147024,0.884202,17.714733,301.723964
201701,百萬度,20075.4231,269.689,17082.42619,9749.181762,861.142844,6472.101586,1889.4894,833.818512,190.453117,0,82.994491,224.204835,18.221741,317.944328,13696.2474,269.689,11247.1855,5329.280226,759.203178,5158.702098,1889.4894,289.883499,182.191416,0,1.912493,105.77959,3148.36902,3018.095541,1737.653912,1280.441629,130.273479,8.261701,0,4.667924,117.343854,3230.806683,2817.145149,2682.247624,101.939666,32.957859,413.661534,0,0,76.414074,1.081391,18.221741,317.944328
201702,百萬度,18481.72036,228.929,15640.14693,9401.600722,901.677518,5336.868687,1760.0176,852.626833,262.570337,0,95.774711,208.956184,17.188784,268.136817,12756.12838,228.929,10424.3496,5260.680597,818.017423,4345.651576,1760.0176,342.832186,247.514983,0,1.681043,93.63616,2767.544376,2633.29157,1670.904507,962.387063,134.252806,15.055354,0,4.803039,114.394413,2958.047602,2582.505761,2470.015618,83.660095,28.830048,375.541841,0,0,89.290629,0.925611,17.188784,268.136817
201703,百萬度,21092.8854,254.846,17998.94372,10730.29096,849.76869,6418.884066,1946.6976,892.398084,332.014614,0,112.90194,146.332865,15.67158,285.477085,14444.21445,254.846,11851.83802,6010.700753,769.649038,5071.488228,1946.6976,390.832831,320.008532,0,2.036813,68.787486,3563.379767,3469.181016,2161.602467,1307.578549,94.198751,12.006082,0,5.351966,76.840703,3085.291187,2677.924685,2557.987744,80.119652,39.817289,407.366502,0,0,105.513161,0.704676,15.67158,285.477085
201704,百萬度,20747.33886,272.835,18356.12419,10885.54047,1215.892093,6254.691631,1300.2924,818.08727,329.372428,0,137.796243,100.977558,9.717722,240.223319,14621.84023,272.835,12686.36578,6386.886136,1134.429092,5165.050553,1300.2924,362.347046,318.129572,0,2.110074,42.1074,3186.86209,3111.185919,2068.946432,1042.239487,75.676171,11.242856,0,6.112396,58.320919,2938.636547,2558.572494,2429.707902,81.463001,47.401591,380.064053,0,0,129.573773,0.549239,9.717722,240.223319
201705,百萬度,23035.78808,280.5,20601.31884,11223.11022,1222.441338,8155.767284,1083.2666,1070.702634,567.075145,0,150.246015,65.364725,17.217561,270.799188,16228.24582,280.5,14279.42816,6472.703923,1126.993757,6679.730484,1083.2666,585.051052,552.567161,0,2.2308,30.253091,3611.066095,3555.298443,2104.24679,1451.051653,55.767652,14.507984,0,6.415884,34.843784,3196.476166,2766.592236,2646.159508,95.447581,24.985147,429.88393,0,0,141.599331,0.26785,17.217561,270.799188
201706,百萬度,24000.30966,257.331,20649.74021,11471.35281,897.92518,8280.46222,1499.2778,1593.960647,1067.641762,0,156.743808,76.315899,15.443224,277.815954,16381.35092,257.331,13535.52868,6535.415365,796.076757,6204.036562,1499.2778,1089.213431,1056.402036,0,2.009466,30.801929,4250.831323,4188.236457,2155.547237,2032.68922,62.594866,11.239726,0,6.093823,45.261317,3368.127418,2925.975068,2780.390207,101.848423,43.736438,442.15235,0,0,148.640519,0.252653,15.443224,277.815954
201707,百萬度,25705.97706,298.838,22079.47418,11782.31058,1188.319894,9108.843706,2105.1314,1222.533477,701.398061,0,171.632329,35.543537,15.907667,298.051883,17718.86285,298.838,14616.6227,6754.355406,1083.25672,6779.010577,2105.1314,698.270748,681.255675,0,2.325373,14.6897,4389.540907,4341.652831,2061.822707,2279.830124,47.888076,20.142386,0,7.024144,20.721546,3597.573299,3121.198646,2966.132467,105.063174,50.003005,476.374653,0,0,162.282812,0.132291,15.907667,298.051883
201708,百萬度,26358.92745,338.768,22683.57542,11576.58844,1552.032283,9554.9547,2205.7696,1130.814424,572.228323,0,175.309038,69.645998,12.30205,301.329015,18343.45209,338.768,15217.71686,6835.205325,1448.759082,6933.752448,2205.7696,581.197639,552.682381,0,2.421724,26.093534,4361.412372,4291.445052,1727.40967,2564.035382,69.96732,19.545942,0,7.247491,43.173887,3654.06298,3174.413515,3013.973444,103.273201,57.16687,479.649465,0,0,165.639823,0.378577,12.30205,301.329015
201709,百萬度,24826.69068,317.733,21544.67382,11163.857,1245.876771,9134.940046,2120.5698,843.71406,334.963088,0,156.622735,44.262306,16.063277,291.802654,16926.90097,317.733,14145.41347,6146.035015,1144.099471,6855.278981,2120.5698,343.184705,320.368627,0,2.317229,20.498849,4332.579999,4287.706136,2057.338783,2230.367353,44.873863,14.594461,0,6.742667,23.536735,3567.209707,3111.554215,2960.483203,101.7773,49.293712,455.655492,0,0,147.562839,0.226722,16.063277,291.802654
201710,百萬度,23480.21332,297.951,19881.6923,10897.34363,1223.724559,7760.624108,2199.6118,1100.958223,435.014275,0,159.339987,245.174037,16.660908,244.769016,16663.43762,297.951,13636.87307,6216.840567,1132.418183,6287.614319,2199.6118,529.001755,423.763809,0,2.000705,103.237241,3580.050271,3422.088816,1987.24118,1434.847636,157.961455,11.250466,0,6.147204,140.563785,3236.725424,2822.730411,2693.261882,91.306376,38.162153,413.995013,0,0,151.192078,1.373011,16.660908,244.769016
201711,百萬度,21371.15544,271.918,17969.15179,9752.053653,773.192606,7443.905529,2144.6048,985.48085,348.581489,0,142.455918,231.698808,17.114854,245.629781,15174.02698,271.918,12312.27076,5825.106816,696.244512,5790.91943,2144.6048,445.23342,343.217015,0,1.542322,100.474083,3282.548863,3142.377136,1529.945703,1612.431433,140.171727,5.364474,0,4.679046,130.128207,2914.579597,2514.503894,2397.001134,76.948094,40.554666,400.075703,0,0,136.23455,1.096518,17.114854,245.629781
201712,百萬度,21079.97722,244.339,17620.61881,9316.228014,784.740083,7519.650713,2190.802,1024.217406,305.502148,0,125.635734,273.981872,20.076002,299.02165,14760.88925,244.339,11910.45806,5465.923524,686.183669,5758.350869,2190.802,415.290191,304.320888,0,1.554697,109.414606,3221.183971,3052.418439,1318.126468,1734.291971,168.765532,1.18126,0,4.483827,163.100445,3097.903992,2657.742309,2532.178022,98.556414,27.007873,440.161683,0,0,119.59721,1.466821,20.076002,299.02165
201801,百萬度,21426.01962,245.56,17773.79951,9837.32425,655.068555,7281.406701,2226.1584,1180.501712,491.072204,0,107.822116,226.132434,19.657803,335.817155,14542.42025,245.56,11474.79561,5394.878634,549.031842,5530.885132,2226.1584,595.906243,486.670856,0,1.577262,107.658125,3539.498769,3413.150852,1697.247383,1715.903469,126.347917,4.401348,0,4.782931,117.163638,3344.100598,2885.853046,2745.198233,106.036713,34.6181,458.247552,0,0,101.461923,1.310671,19.657803,335.817155
201802,百萬度,18584.13661,242.889,15229.64979,8488.830575,630.125226,6110.69399,2004.8526,1106.74522,471.923814,0,113.029886,210.064427,11.309234,300.417859,13115.47506,242.889,10317.79072,4711.513348,519.728861,5086.548508,2004.8526,549.942747,457.971031,0,1.472087,90.499629,2369.403656,2232.599171,1237.351017,995.248154,136.804485,13.952783,0,4.522896,118.328806,3099.257891,2679.259903,2539.96621,110.396365,28.897328,419.997988,0,0,107.034903,1.235992,11.309234,300.417859
201803,百萬度,21742.17923,255.081,18262.02595,9543.852792,809.989597,7908.183562,2225.5432,999.52908,379.172793,0,173.252602,131.051283,19.742687,296.309715,15124.74845,255.081,12231.81058,5186.11172,691.824132,6353.874723,2225.5432,412.313679,351.432578,0,2.389096,58.492005,3203.307585,3096.208639,1583.079541,1513.129098,107.098946,27.740215,0,7.373438,71.985293,3414.123192,2934.006737,2774.661531,118.165465,41.179741,480.116455,0,0,163.490068,0.573985,19.742687,296.309715
201804,百萬度,21531.29027,263.867,18947.0631,10266.18778,812.168294,7868.707022,1482.9588,837.401373,302.50468,0,205.464235,66.8796,14.780351,247.772507,14885.75952,263.867,12812.4983,5681.146064,682.329482,6449.022756,1482.9588,326.435418,292.269354,0,2.281556,31.884508,3147.09449,3095.523935,1712.260659,1383.263276,51.570555,10.235326,0,6.754881,34.580348,3498.436262,3039.040862,2872.78106,129.838812,36.42099,459.3954,0,0,196.427798,0.414744,14.780351,247.772507
201805,百萬度,25060.26398,307.298,22045.63346,12255.13131,1046.816432,8743.685719,1812.5088,894.823719,291.770818,0,241.645502,69.881261,14.762571,276.763567,17090.20741,307.298,14655.47395,6855.442995,915.236215,6884.794737,1812.5088,314.926667,285.306328,0,2.723395,26.896944,3992.549969,3935.655953,2116.407062,1819.248891,56.894016,6.46449,0,7.782827,42.646699,3977.506597,3454.503561,3283.281253,131.580217,39.642091,523.003036,0,0,231.13928,0.337618,14.762571,276.763567
201806,百萬度,24597.5217,273.722,20814.15649,11965.48681,834.997615,8013.672069,2565.6146,944.028606,265.27101,0,267.055281,95.870265,15.997289,299.834761,17208.68983,273.722,14062.77834,6683.588952,706.227537,6672.96185,2565.6146,306.574888,261.82957,0,2.280421,42.464897,3458.201636,3394.964735,2091.196198,1303.768537,63.236901,3.44144,0,6.87919,52.916271,3930.630234,3356.413417,3190.701657,128.770078,36.941682,574.216817,0,0,257.89567,0.489097,15.997289,299.834761
201807,百萬度,24915.72408,325.955,20665.27013,11760.10719,628.007237,8277.155705,2873.6904,1050.808548,396.374814,0.000836,251.850853,73.664111,17.171315,311.746619,17809.0424,325.955,14196.76753,7051.761133,509.873365,6635.133028,2873.6904,412.629473,381.427531,0,2.41682,28.785122,3124.446322,3053.799697,1459.269691,1594.530006,70.646625,14.947283,0,11.105759,44.593583,3982.235359,3414.702909,3249.076366,118.133872,47.492671,567.53245,0,0.000836,238.328274,0.285406,17.171315,311.746619
201808,百萬度,25971.36683,301.665,21688.40362,12533.26462,623.263361,8531.875636,2932.8998,1048.39841,378.448038,0.000637,290.183622,46.320886,12.202276,321.242951,17970.5082,301.665,14350.89524,7306.745611,501.338347,6542.811283,2932.8998,385.048156,363.494494,0,1.976283,19.577379,4111.728189,4063.608692,2117.234732,1946.37396,48.119497,14.953544,0,6.570695,26.595258,3889.130442,3273.899685,3109.284278,121.925014,42.690393,615.230757,0,0.000637,281.636644,0.148249,12.202276,321.242951
201809,百萬度,24245.99605,303.732,19830.22353,11969.43355,517.883957,7342.906024,2838.0492,1273.991327,549.589528,0,265.834355,131.795215,15.305385,311.466844,16557.36257,303.732,12824.09945,6905.643457,399.226176,5519.229818,2838.0492,591.48192,531.655039,0,2.635711,57.19117,3950.450966,3851.113515,2066.771054,1784.342461,99.337451,17.934489,0,7.33249,74.070472,3738.182516,3155.01056,2997.019034,118.657781,39.333745,583.171956,0,0,255.866154,0.533573,15.305385,311.466844
201810,百萬度,22878.69596,292.088,18887.98697,11037.96788,442.327296,7407.691788,2446.7926,1251.828394,454.099628,0,271.343197,223.274796,17.252737,285.858036,15517.71323,292.088,12238.539,6419.097197,329.0353,5490.406498,2446.7926,540.293636,435.646875,0,2.613276,102.033485,3732.891247,3586.958983,1712.27272,1874.686263,145.932264,18.452753,0,7.514777,119.964734,3628.091481,3062.488987,2906.597964,113.291996,42.599027,565.602494,0,0,261.215144,1.276577,17.252737,285.858036
201811,百萬度,22912.63459,278.103,19517.18513,11253.74893,528.280452,7735.155747,2131.602,985.744462,311.079727,0,242.584577,142.816418,15.983404,273.280336,15312.04735,278.103,12532.00957,6340.653081,423.295028,5768.061456,2131.602,370.332788,300.302664,0,2.069565,67.960559,4106.354241,4015.971337,2088.050648,1927.920689,90.382904,10.777063,0,5.732057,73.873784,3494.232993,2969.204223,2825.045197,104.985424,39.173602,525.02877,0,0,234.782955,0.982075,15.983404,273.280336
201812,百萬度,21631.27308,280.814,18175.63715,10345.31562,642.47197,7187.849559,2137.6418,1037.180128,190.337561,0,231.535195,291.736498,17.484257,306.086617,14893.22858,280.814,12162.17853,6257.954097,523.49064,5380.73379,2137.6418,312.594249,186.150668,0,7.312634,119.130947,3215.167351,3052.353331,1296.509393,1755.843938,162.81402,4.186893,0,8.388093,150.239034,3522.877154,2961.105295,2790.852134,118.98133,51.271831,561.771859,0,0,215.834468,22.366517,17.484257,306.086617
201901,百萬度,21521.98088,266.444,17525.51737,9554.821713,498.208562,7472.487093,2708.7308,1021.288713,246.15463,0,196.142651,222.954681,21.097801,334.93895,14554.60788,266.444,11215.92509,5688.701985,395.430322,5131.79278,2708.7308,363.507992,239.82288,0,8.358857,115.326255,3509.366453,3390.122618,1097.083929,2293.038689,119.243835,6.33175,0,6.684901,106.227184,3458.006549,2919.469663,2769.035799,102.77824,47.655624,538.536886,0,0,181.098893,1.401242,21.097801,334.93895
201902,百萬度,18438.29475,243.313,14550.14105,8294.184977,427.374686,5828.581391,2695.5246,949.316098,235.942214,0,244.991443,165.409655,16.970605,286.002181,12303.1714,243.313,9060.725617,4446.858092,316.36007,4297.507455,2695.5246,303.60818,225.203069,0,11.421943,66.983168,2899.968728,2785.073986,1286.758412,1498.315574,114.894742,10.739145,0,6.783694,97.371903,3235.154627,2704.341451,2560.568473,111.014616,32.758362,530.813176,0,0,226.785806,1.054584,16.970605,286.002181
201903,百萬度,21719.95575,268.625,17470.48692,10036.16844,561.584834,6872.733651,2961.5416,1019.302224,298.490724,0,270.12736,127.425005,17.263615,305.99552,14487.18082,268.625,10897.44077,5700.452118,441.738863,4755.249785,2961.5416,359.573451,291.892329,0,8.15928,59.521842,3825.218828,3744.281117,1659.858167,2084.42295,80.937711,6.598395,0,7.206962,67.132354,3407.556103,2828.765041,2675.858154,119.845971,33.060916,578.791062,0,0,254.761118,0.770809,17.263615,305.99552
201904,百萬度,21925.22364,274.363,18294.56573,10012.62453,590.760181,7691.181027,2341.9468,1014.348105,344.569343,0.139227,288.154377,106.032027,16.725938,258.727193,15357.33638,274.363,12353.46703,6243.18882,481.916305,5628.361905,2341.9468,387.559547,335.40054,0,10.953767,41.20524,3390.024866,3321.443915,1287.486314,2033.957601,68.580951,9.168803,0,8.510307,50.901841,3177.862395,2619.654788,2481.949391,108.843876,28.861521,558.207607,0,0.139227,268.690303,13.924946,16.725938,258.727193
